DRIVER_ID
T20160015128-A
T20070038133-A
T20090039450-A
T20120019595-A
T20130015063-A
T20160004974-A
T20190000475-B
T20140003692-A
T20150004541-A
T20080042740-B
T20170002219-C
T20150022795-A
T20080040045-A
T20140003888-B
T20160026558-A
T20110039916-B
T20150024622-A
T20150024844-B
T20100023260-B
T20120023727-B
T20080019652-B
T20080015670-B
T20190003267-B
T20190019228-B
T20120005161-A
T20170016035-A
T20120007836-B
T20090030833-A
T20150002974-A
T20150009654-B
T20120022500-B
T20110000733-A
T20080048360-A
T20170007186-B
T20160020092-B
T20170020894-A
T20110013157-A
T20180013310-A
T20090049847-E
T20170020005-A
T20190004309-C
T20200005646-A
T20160003516-A
T20120008814-A
T20190018147-A
T20060039953-A
T20180016389-B
T20150007401-A
T20080034772-B
T20120018525-A
T20060014105-A
T20080010570-A
T20170006974-B
T20160007197-B
T20160002740-B
T20150026804-A
T20130000678-A
T20110021528-B
T20150005942-A
T20170024922-A
T20140006576-A
T20170016993-A
T20080026931-A
T20170017429-A
T20190025794-C
T20080008962-A
T20170012981-A
T20060007847-B
T20160006214-B
T20140006296-A
T20140011524-A
T20150010445-A
T20090049521-A
T20110035923-A
T20140010486-B
T20060028956-B
T20110041213-A
T20160017542-B
T20140011707-A
T20140000916-A
T20130009944-B
T20090022103-A
T20070014765-A
T20140006635-C
T20130016905-B
T20060028793-B
T20080020055-A
T20070022866-B
T20190023379-B
T20060043644-A
T20140000766-A
T20110021163-A
T20070010204-A
T20070008445-A
T20180009390-A
T20140010021-A
T20120025809-A
T20180024024-A
T20110041302-A
T20070044185-B
T20090006431-A
T20170024310-A
T20060039735-A
T20180021122-C
T20110040489-B
T20080001880-B
T20140016611-A
T20170021819-A
T20090026035-A
T20100048758-A
T20140009909-A
T20090015997-A
T20060025071-A
T20140026396-A
T20200011504-B
T20160019466-F
T20120010991-A
T20080010190-A
T20150012472-B
T20140005643-A
T20130026927-A
T20180019450-A
T20160019278-C
T20060000096-A
T20160027163-B
T20190019125-B
T20100048268-B
T20080038355-A
T20190009731-A
T20170009707-A
T20130021017-A
T20160010368-B
T20190012223-B
T20140018021-A
T20110008192-B
T20160004518-A
T20190004701-A
T20100018176-C
T20100007370-A
T20110001971-A
T20090034157-A
T20190025254-A
T20110033931-C
T20200008746-A
T20100043931-A
T20070037324-B
T20130010265-B
T20160010644-A
T20080022323-A
T20070019682-B
T20190002203-C
T20100035381-A
T20120015079-A
T20060024029-C
T20160017033-A
T20200015888-A
T20160007091-A
T20140010466-A
T20160013929-B
T20060029876-C
T20160010637-A
T20160008655-C
T20110000712-B
T20090044230-A
T20180008847-C
T20140019045-B
T20160018057-A
T20190015936-A
T20120001064-B
T20060027518-A
T20070027482-A
T20120011646-A
T20150012483-B
T20100041900-A
T20080026824-A
T20190026184-A
T20180014467-B
T20160008846-A
T20090024523-C
T20160022267-A
T20120013035-A
T20110021317-A
T20150021370-B
T20120021581-A
T20110036328-B
T20120010920-A
T20200000939-A
T20130006031-B
T20120007000-A
T20130013305-B
T20140000737-A
T20140016211-A
T20090042786-A
T20070021111-C
T20170024142-B
T20150025126-A
T20180019775-A
T20110029896-A
T20170019787-A
T20170014617-B
T20120015174-A
T20120019160-A
T20170023224-D
T20160015426-B
T20120000375-A
T20090023102-B
T20080003173-A
T20070042236-A
T20190025609-A
T20200000531-C
T20120024566-A
T20190013360-A
T20080025887-A
T20160009613-B
T20070005653-A
T20180004956-A
T20080002620-B
T20150016499-B
T20140006862-A
T20160000842-B
T20080047628-A
T20170001738-A
T20160023230-C
T20150018694-B
T20150000117-A
T20190012391-A
T20110010645-B
T20190000358-B
T20080019547-A
T20100022769-B
T20120002482-F
T20090049359-B
T20180021481-B
T20070033317-A
T20150004539-A
T20180011829-C
T20170008558-A
T20080039098-A
T20090000586-C
T20070032074-B
T20170024885-A
T20090034155-A
T20140009787-A
T20180002649-A
T20100033290-A
T20090025495-D
T20120019086-B
T20140022354-B
T20120024295-B
T20120001457-A
T20100034258-A
T20170008555-B
T20090043442-B
T20190010779-A
T20110002262-D
T20190023638-C
T20170002504-A
T20170003536-B
T20110041886-A
T20140012497-B
T20060034233-A
T20140020998-B
T20190013706-A
T20090010017-A
T20200006860-A
T20070021325-A
T20100015243-A
T20190016690-A
T20170023236-A
T20180023282-A
T20160003834-A
T20170001657-B
T20170013799-C
T20130018676-A
T20120006684-A
T20120028838-A
T20110020406-B
T20120023216-B
T20060034833-B
T20110036600-B
T20120020713-B
T20170014528-B
T20120016181-A
T20160018733-A
T20160009301-B
T20160026373-C
T20160002789-A
T20140016296-A
T20150024990-B
T20170006880-A
T20100026635-B
T20120011893-A
T20100029710-B
T20110011400-A
T20170011396-A
T20120006658-B
T20170007300-A
T20180022848-A
T20100015413-A
T20090011911-A
T20100024193-A
T20160025566-B
T20060016580-D
T20090047818-B
T20070020207-A
T20100003706-C
T20060040448-A
T20070028676-A
T20180007241-A
T20100005877-A
T20160003339-A
T20140022585-A
T20180001500-A
T20070033383-A
T20190020840-A
T20110009119-A
T20060024360-B
T20170024775-B
T20070045139-B
T20200010327-A
T20090020967-A
T20110024365-B
T20070036136-A
T20130000218-B
T20170020016-B
T20180017305-A
T20060038039-A
T20160023314-A
T20130014600-A
T20170023639-A
T20060021184-A
T20140011735-A
T20140009133-A
T20140001568-B
T20090017815-A
T20060000631-A
T20110031353-B
T20100042513-B
T20090002190-B
T20090007313-A
T20150011766-A
T20190016052-B
T20100024644-C
T20200006644-B
T20190000036-A
T20100023249-B
T20190010219-B
T20150000339-B
T20160013732-B
T20120026013-B
T20140010859-A
T20180018520-B
T20060027382-A
T20120005786-B
T20140002955-A
T20090012493-A
T20180006735-A
T20100009769-A
T20200004921-B
T20180005210-C
T20190009065-B
T20100023787-A
T20130007553-A
T20090041569-A
T20110007497-A
T20180009328-A
T20180007514-B
T20140017895-D
T20170010536-A
T20060015073-A
T20160002097-A
T20160024631-B
T20100029151-B
T20160023167-A
T20180012468-B
T20160005398-B
T20120022749-A
T20180015602-A
T20080047832-C
T20090025968-B
T20150020652-A
T20080007097-B
T20150001200-B
T20130011439-B
T20130012183-A
T20150003580-A
T20190003774-A
T20110041915-A
T20140020396-A
T20180008117-C
T20080045761-A
T20110040211-C
T20150023423-B
T20120014749-A
T20110007143-C
T20150025870-A
T20070040186-A
T20110036499-A
T20100007211-B
T20080040064-A
T20080043759-B
T20150013513-A
T20130018741-A
T20200005353-A
T20070024900-A
T20150013715-C
T20170020082-A
T20190004921-A
T20110038414-B
T20080010378-B
T20080037797-A
T20170012456-A
T20130016143-B
T20150001408-A
T20180006631-A
T20150011047-B
T20170014244-B
T20100001071-B
T20130020303-A
T20160012345-C
T20170019370-B
T20160002282-A
T20170022603-A
T20060003694-A
T20070015481-A
T20080047415-A
T20100047806-A
T20060014153-B
T20100017560-A
T20200016205-A
T20150006995-A
T20060047326-A
T20200011022-A
T20160003753-A
T20160002817-A
T20200013310-A
T20160026717-B
T20090002898-A
T20110004942-A
T20110022315-B
T20090013524-A
T20180018392-A
T20080042838-A
T20110026739-A
T20110007849-B
T20110038800-D
T20090000504-A
T20090016370-B
T20160010537-B
T20110000252-B
T20140018869-A
T20140014049-A
T20110016248-B
T20120027942-A
T20170007425-A
T20140004503-B
T20100039179-B
T20140007040-C
T20170006854-C
T20130011369-B
T20190003018-A
T20130008832-A
T20080012478-A
T20140024306-B
T20060017534-A
T20110038185-A
T20140013565-A
T20190000794-B
T20170000110-A
T20150026296-A
T20160021370-B
T20060003229-A
T20060043935-A
T20150018206-A
T20120014919-B
T20070017637-A
T20150005781-A
T20080006487-A
T20120020968-B
T20130005954-A
T20090049838-C
T20130013264-B
T20080021171-B
T20180001843-A
T20190017515-B
T20170006263-A
T20110028484-A
T20060003975-A
T20200006973-A
T20190000366-B
T20140001625-A
T20170005965-B
T20080015239-A
T20150018266-A
T20170013766-D
T20150015431-C
T20070027236-B
T20120022803-B
T20070025192-A
T20180019409-B
T20140024022-B
T20080000041-B
T20130015730-A
T20160007224-A
T20090008722-A
T20060029150-A
T20150010663-B
T20150006823-A
T20110017541-B
T20100031709-B
T20170019802-A
T20180006527-B
T20110033413-D
T20110009920-B
T20190022850-A
T20160003662-A
T20060023067-B
T20180008497-B
T20190011473-E
T20160005136-A
T20070019910-B
T20130001881-A
T20120009106-A
T20160012335-B
T20070043293-B
T20090000818-A
T20070011326-A
T20180016474-A
T20090041187-B
T20150001535-A
T20110029358-B
T20090048074-B
T20150012924-A
T20190014937-B
T20200011131-A
T20180010032-A
T20120020619-B
T20180001870-A
T20070027071-A
T20080045111-B
T20090032080-C
T20160013801-A
T20100019466-A
T20060037980-A
T20140016294-A
T20170009636-A
T20130010168-A
T20080034604-B
T20180003737-B
T20100028896-B
T20080023486-B
T20130015324-A
T20190022524-B
T20140020250-A
T20100026032-A
T20150017771-B
T20130021695-A
T20160003624-A
T20100023826-A
T20160014758-A
T20150001666-D
T20070036151-A
T20120015192-A
T20190008028-B
T20150003203-A
T20170012736-A
T20080029520-B
T20080037665-B
T20060003073-A
T20100020012-A
T20170018904-C
T20150001807-A
T20120028899-B
T20190001912-A
T20120004095-A
T20120020119-A
T20100035197-B
T20140026636-A
T20120021548-A
T20140011551-B
T20190013993-A
T20110038999-A
T20150015726-A
T20150000934-A
T20190023095-A
T20140015416-A
T20130020571-C
T20120001849-B
T20070022681-A
T20170011112-C
T20190022038-B
T20090021035-D
T20110026256-C
T20070047308-B
T20180016509-B
T20130002740-A
T20180003432-A
T20110022756-A
T20170002670-A
T20150012310-A
T20150012483-A
T20180022052-A
T20140000542-A
T20140017629-B
T20180018663-A
T20110001434-A
T20190021446-A
T20070038044-A
T20140016988-B
T20140022524-A
T20160014683-B
T20120017237-A
T20150014446-B
T20080007254-A
T20110028650-A
T20200006486-A
T20120020365-A
T20170011532-B
T20080046742-I
T20150019760-A
T20160001873-A
T20190013852-A
T20150025411-B
T20150014910-A
T20130008728-B
T20110008016-B
T20060028767-A
T20070040052-B
T20070041637-B
T20150017105-B
T20130018818-C
T20100028719-A
T20060027192-A
T20180022100-A
T20120013563-A
T20190008327-B
T20100043779-B
T20170010174-A
T20130016812-A
T20150025914-B
T20060015653-A
T20170000798-A
T20130002009-A
T20070014094-A
T20110010023-B
T20080026291-A
T20160009621-C
T20120004252-A
T20120007199-B
T20120028371-A
T20130015915-A
T20120025211-C
T20140014549-A
T20130008751-F
T20140016527-A
T20100029303-B
T20110013413-C
T20060040836-A
T20080001907-C
T20060012379-A
T20110014138-A
T20140004522-A
T20110039920-B
T20170013468-A
T20100020329-A
T20080047758-A
T20120017805-A
T20060000132-A
T20110006183-A
T20190006811-C
T20190002326-A
T20160011914-A
T20180006227-B
T20130017523-A
T20090031624-A
T20070047143-B
T20190004663-A
T20180020066-A
T20150023831-C
T20110032983-A
T20080039160-A
T20130010349-A
T20130022049-A
T20080019324-B
T20150016873-B
T20150013899-A
T20200002573-A
T20130026207-A
T20120013884-C
T20150014911-B
T20170008789-B
T20100015142-B
T20110038530-A
T20090027718-A
T20180019904-A
T20090050700-B
T20080040149-B
T20070045325-B
T20170023711-A
T20150021169-B
T20120004888-A
T20160000940-A
T20160010284-A
T20140002682-A
T20060037918-A
T20100015843-C
T20080031412-B
T20130017685-A
T20080005987-A
T20100010635-A
T20160021875-A
T20170004822-B
T20140006083-A
T20060046573-A
T20080008662-A
T20110036781-A
T20070042564-A
T20080018638-B
T20120019324-A
T20180013888-A
T20150007722-A
T20180001321-B
T20190020614-B
T20150001082-C
T20100007042-B
T20130003513-B
T20070007773-A
T20070033378-A
T20170013262-A
T20110020269-A
T20170002196-B
T20060039113-B
T20180018498-B
T20080011559-C
T20150011377-A
T20120026424-A
T20110034209-B
T20080040998-A
T20180003024-B
T20120027117-A
T20120002866-B
T20060008181-C
T20150018096-A
T20170023606-B
T20160014573-D
T20130015892-A
T20160018435-B
T20060026539-A
T20120006799-A
T20070008772-A
T20160006832-B
T20090001546-A
T20110040132-A
T20150024153-A
T20160007496-A
T20060011164-B
T20170003596-B
T20100013359-A
T20100039123-C
T20160018396-B
T20150021085-A
T20120018294-A
T20110014971-C
T20140018400-B
T20070028492-B
T20200002085-A
T20170023350-A
T20090043666-A
T20170020236-A
T20080029810-B
T20070017662-A
T20180022758-A
T20150001235-E
T20160002324-C
T20180000524-B
T20170000552-A
T20180003174-B
T20140014858-B
T20120014943-B
T20100046557-A
T20080041420-A
T20060007354-A
T20160013118-C
T20130022844-B
T20120019239-F
T20190023644-A
T20140018700-A
T20080046375-A
T20200016284-A
T20070035463-B
T20180003328-B
T20070038175-A
T20100001578-B
T20160001129-A
T20070015951-A
T20160017743-A
T20100021128-B
T20170012404-A
T20060009922-A
T20060046308-A
T20170004188-A
T20140012741-B
T20170024813-A
T20100040086-D
T20080001163-B
T20160005070-A
T20110018295-A
T20070037518-A
T20140005999-B
T20130010100-B
T20080038914-A
T20120025143-A
T20130017964-A
T20060042299-A
T20100005353-B
T20130006321-A
T20160013319-B
T20170024814-A
T20080034728-A
T20180011331-A
T20060047417-B
T20090000050-A
T20070026511-A
T20120013426-B
T20130011482-A
T20180002389-B
T20130024284-A
T20190011767-B
T20110027119-B
T20190011761-A
T20140017302-B
T20100031968-A
T20080007427-A
T20090034040-A
T20100045650-A
T20170021860-A
T20120019776-B
T20170001151-A
T20170006641-A
T20090001751-B
T20150004304-A
T20110032349-A
T20060042818-A
T20150004351-B
T20150025468-A
T20150018768-C
T20140014484-A
T20180023402-C
T20120022947-A
T20160015996-A
T20070016638-A
T20130016264-B
T20150012875-B
T20200008490-A
T20080015881-C
T20070028725-A
T20160007246-A
T20120028614-A
T20180018190-B
T20100006282-A
T20180012894-D
T20140009493-A
T20150015334-A
T20090014534-A
T20060010649-B
T20080038017-B
T20150014338-C
T20100037921-A
T20190013263-A
T20120027256-A
T20190019623-B
T20150022419-A
T20130016169-A
T20190025612-B
T20090031424-B
T20120009323-B
T20170000718-A
T20190008804-B
T20140026853-A
T20090029963-B
T20130025820-B
T20090036442-B
T20070030798-B
T20180012254-B
T20190021164-B
T20060013592-A
T20150019849-A
T20190016734-A
T20130022447-B
T20130019695-B
T20110004934-B
T20160019885-B
T20120003814-A
T20140016336-A
T20130005026-A
T20170021374-A
T20200005651-B
T20130011551-A
T20100002651-A
T20200009924-B
T20100007616-A
T20100004563-B
T20100000162-A
T20160027534-A
T20190005472-A
T20140015060-B
T20120007465-A
T20190003290-A
T20060028543-A
T20130005847-D
T20080020646-A
T20120028631-C
T20140015286-A
T20080031831-C
T20140022660-A
T20120008971-A
T20170000295-A
T20090038202-B
T20180003353-B
T20150011833-A
T20080024661-A
T20120009175-A
T20120009319-B
T20190018070-B
T20170003960-B
T20060006445-A
T20200006495-A
T20160009610-B
T20180015190-A
T20110006067-A
T20150003988-B
T20060047112-A
T20070041535-A
T20140026138-B
T20130010479-A
T20190000400-A
T20150024823-A
T20070001874-B
T20160010935-A
T20170005691-B
T20090020182-A
T20160017169-B
T20110030263-A
T20200015107-D
T20080010836-C
T20100016776-B
T20070037479-B
T20150019760-B
T20190018988-A
T20090045906-A
T20170008766-B
T20170008660-A
T20100003615-B
T20130007563-A
T20070034810-B
T20070045290-A
T20060004461-B
T20060009983-D
T20150004341-A
T20120028401-A
T20150000321-B
T20180007621-A
T20170023899-A
T20130024443-A
T20170000856-A
T20110030540-E
T20070019223-A
T20180018023-A
T20120027349-A
T20150003443-B
T20170011906-C
T20130018818-B
T20060033181-B
T20130003528-A
T20170015591-A
T20120016959-A
T20140008789-B
T20160017540-A
T20200003461-B
T20170021831-B
T20060028954-A
T20110029569-A
T20170003711-E
T20200008194-A
T20060015156-A
T20060002710-A
T20100046501-B
T20190004354-A
T20120013911-A
T20060048359-B
T20150010537-B
T20190004000-A
T20150022583-A
T20120001925-B
T20130006306-A
T20140018477-A
T20140002171-A
T20170004828-A
T20140015283-B
T20190011594-A
T20190022507-A
T20190012283-A
T20140009133-B
T20140007045-A
T20090040065-C
T20100048420-A
T20090025132-D
T20080024182-B
T20080042625-A
T20200004387-A
T20150012913-C
T20110029242-B
T20130018178-A
T20190013481-A
T20090008692-B
T20130006281-A
T20160022174-B
T20140018096-B
T20180021933-A
T20170016555-A
T20130003588-A
T20080042333-B
T20100022705-B
T20070022966-A
T20140019085-A
T20200014018-C
T20090040122-A
T20120000751-A
T20060024362-A
T20070042526-B
T20060011959-A
T20080047230-A
T20070037088-B
T20140017652-A
T20190019389-A
T20160011708-C
T20060010009-B
T20170002135-B
T20190025256-A
T20100014225-A
T20060002829-B
T20080020175-A
T20170007379-A
T20120003651-B
T20140026736-A
T20190020252-A
T20140001093-B
T20180011224-B
T20070026402-C
T20110038875-B
T20130013676-B
T20060022267-A
T20080043063-A
T20120024589-B
T20060035830-C
T20200002411-B
T20190003238-A
T20070000771-D
T20190020650-B
T20080035418-A
T20130015871-A
T20080028299-B
T20160019436-A
T20190013906-A
T20080019836-A
T20170001231-B
T20070035658-B
T20180021883-B
T20140019983-A
T20080023604-B
T20140009311-A
T20080047284-A
T20090045736-A
T20090045518-A
T20200005859-B
T20180018345-A
T20090012565-C
T20080003740-B
T20140015700-A
T20200016047-B
T20120000351-A
T20120017142-A
T20060020088-B
T20180018626-B
T20190004724-A
T20140004463-A
T20130025583-A
T20110031389-A
T20140017446-B
T20090000987-A
T20190011889-B
T20170018881-A
T20060017217-B
T20110003480-B
T20120009794-A
T20070038327-C
T20120028578-A
T20090003163-B
T20180007930-A
T20080021449-A
T20160016712-B
T20130016248-A
T20120006825-A
T20070015349-B
T20180004955-B
T20090026976-A
T20060022165-A
T20060006807-A
T20190012780-A
T20080001894-A
T20090015901-A
T20110004174-B
T20090005910-A
T20170003592-B
T20200001875-A
T20160017717-C
T20060046647-A
T20170017125-A
T20060043524-A
T20100027476-A
T20080009439-A
T20160016859-B
T20060003489-C
T20120018744-B
T20180015270-A
T20120001231-B
T20070037802-A
T20060039040-B
T20100024732-B
T20160024173-C
T20120017116-B
T20140021866-A
T20130008502-A
T20080040450-D
T20100011526-A
T20120002646-B
T20110028400-C
T20180003436-A
T20120025583-B
T20150001945-A
T20070039373-A
T20130015300-B
T20160009993-B
T20110022799-A
T20060033670-A
T20130011281-A
T20060030337-C
T20160005489-B
T20070025900-C
T20200000932-A
T20170012388-B
T20160016882-B
T20130017583-A
T20160007254-A
T20170021784-A
T20100035943-A
T20140025481-A
T20140007062-B
T20150019318-A
T20080041385-A
T20160015148-B
T20130012742-B
T20160016768-A
T20150012074-B
T20160010575-B
T20160027630-A
T20120020054-A
T20150026192-A
T20130018916-A
T20130007946-A
T20200011697-A
T20110021137-A
T20120008222-A
T20150018588-B
T20150008192-B
T20190015396-A
T20160013128-B
T20080043131-B
T20150026290-A
T20130015312-A
T20140025437-B
T20090050163-B
T20190004601-B
T20100018260-A
T20130013016-B
T20150025885-B
T20120008927-A
T20100016701-A
T20160020031-A
T20160006290-A
T20080041006-A
T20170016687-B
T20110008763-A
T20180001660-A
T20080017110-B
T20160016682-A
T20140012814-A
T20100041242-A
T20080005401-C
T20090044483-B
T20150013455-A
T20110019302-A
T20180005281-A
T20110008598-A
T20150002424-C
T20100036505-A
T20070016617-A
T20090037900-A
T20190020743-A
T20190022275-A
T20080025498-A
T20150026493-A
T20200008534-B
T20130019526-B
T20070016906-A
T20160016643-B
T20060027698-A
T20170016464-B
T20060039581-B
T20150005628-B
T20170017702-B
T20170024163-C
T20070013954-A
T20080041226-A
T20120003585-B
T20110031851-A
T20140005268-A
T20070023360-A
T20090012032-B
T20130013984-A
T20110000899-A
T20100006191-B
T20180005164-B
T20100046318-B
T20180016508-A
T20070044223-A
T20090024687-C
T20180004553-B
T20160018361-B
T20090009310-A
T20130003027-A
T20140022670-A
T20080025195-A
T20060043521-A
T20100015995-B
T20190025216-B
T20190002048-A
T20100008386-A
T20170007331-B
T20130017262-A
T20200010994-B
T20140000958-D
T20110013696-C
T20070003092-B
T20180015049-B
T20190011185-A
T20150002209-A
T20090020304-A
T20060044282-A
T20120015824-C
T20060020123-A
T20150004138-B
T20100015221-C
T20140014226-A
T20060035551-A
T20170019653-A
T20080034146-A
T20110016979-C
T20160002271-B
T20170023336-A
T20130002151-A
T20110041657-A
T20190025944-A
T20150006816-A
T20120006549-B
T20150020946-B
T20140021336-B
T20140023848-B
T20150018539-A
T20150025447-C
T20080032549-A
T20060003279-B
T20190026530-A
T20190023954-B
T20130001723-A
T20150008155-B
T20060016898-A
T20170024678-A
T20110018389-A
T20110022592-A
T20110026597-C
T20180002315-B
T20100003924-B
T20150022833-B
T20090044906-A
T20160010100-B
T20110024189-A
T20100049048-A
T20070015147-B
T20160004162-B
T20190013039-A
T20160012050-A
T20190019074-B
T20140004829-B
T20120011621-A
T20100029341-A
T20070022047-A
T20120021422-B
T20060023538-B
T20110001475-B
T20070003314-B
T20100049665-A
T20140003666-A
T20090013510-A
T20110033029-A
T20180019478-A
T20110026764-A
T20160023401-B
T20180011442-C
T20170008760-A
T20160008499-B
T20180011767-A
T20130011927-B
T20100048114-A
T20150011162-A
T20080047173-A
T20160022180-A
T20140017456-A
T20110009760-A
T20190025271-A
T20180023130-B
T20130022415-B
T20060007915-B
T20100026557-A
T20130019896-B
T20110009701-A
T20080044139-B
T20060034363-B
T20120025057-A
T20180014540-A
T20180013484-A
T20070023029-C
T20070018944-A
T20090016251-A
T20160021434-D
T20090004307-A
T20130008245-B
T20150011202-A
T20110003480-C
T20190022106-B
T20120002025-A
T20090013483-A
T20110013088-A
T20160015281-A
T20160010736-A
T20170004038-B
T20180008057-A
T20080038306-B
T20100015970-A
T20190025921-A
T20070030831-A
T20070013241-A
T20150013759-A
T20190005168-A
T20190019166-B
T20080043077-B
T20080043705-A
T20190015306-B
T20070021491-A
T20120011401-A
T20070013720-A
T20060042859-B
T20190005848-B
T20110038394-A
T20170000664-B
T20150008881-A
T20160015862-A
T20130009798-C
T20150022299-B
T20090019502-A
T20060029896-A
T20070032492-B
T20080022824-B
T20060040349-B
T20070022143-A
T20130012907-A
T20190017682-A
T20060012810-C
T20130007815-A
T20060037521-A
T20150026310-B
T20170018196-B
T20080036059-A
T20160009178-B
T20100013473-B
T20100030219-B
T20110040843-A
T20060006950-A
T20170009109-B
T20090046733-A
T20070012275-A
T20130024390-A
T20150021320-A
T20120007297-A
T20150017145-A
T20170005404-A
T20100023079-B
T20190003312-B
T20120008095-A
T20130011865-A
T20180010065-A
T20080048175-A
T20140027080-C
T20110015653-C
T20170019913-A
T20160020788-A
T20160007761-A
T20090018469-D
T20060005700-A
T20060005367-A
T20190019331-A
T20200000457-A
T20090035843-A
T20130012637-A
T20180014362-A
T20110036967-A
T20090049288-A
T20090001019-C
T20160005360-A
T20110007994-B
T20140019349-B
T20140015548-B
T20110027804-A
T20140012086-B
T20150026611-A
T20150024155-A
T20090021445-A
T20070027074-B
T20150002487-B
T20140024827-A
T20150013776-A
T20140011653-A
T20190018896-A
T20150014848-B
T20060015274-A
T20110002317-A
T20100019702-A
T20070024254-A
T20080043161-B
T20110041089-B
T20110029611-B
T20070042279-A
T20140010948-A
T20080031270-A
T20160011775-A
T20110004368-B
T20170024229-B
T20170016453-A
T20060037159-E
T20110033911-B
T20190004696-B
T20110016046-B
T20150003723-C
T20150021132-A
T20160001613-A
T20130024575-A
T20090027758-B
T20080027587-A
T20150010676-B
T20130008396-B
T20130018066-B
T20190007496-B
T20160022277-A
T20150026315-B
T20140001684-A
T20100022924-A
T20150001677-C
T20120013918-A
T20150024032-A
T20070036378-A
T20160003070-B
T20170015913-B
T20070019826-A
T20190022903-B
T20190006445-A
T20080040702-C
T20200005862-A
T20170012281-A
T20200002980-B
T20090029422-A
T20070008664-A
T20110021523-B
T20080022558-A
T20090024079-A
T20120019807-B
T20120017990-A
T20090043702-A
T20120020811-A
T20090003631-A
T20180023143-B
T20090000706-B
T20200006524-A
T20100004835-B
T20180010969-A
T20080017216-A
T20060020558-A
T20140006210-A
T20100042254-B
T20130018926-B
T20120021234-A
T20060033570-A
T20170010400-A
T20120021800-B
T20110023644-A
T20080030106-B
T20170005847-A
T20180000534-B
T20160008198-A
T20070030711-C
T20170017004-C
T20080015333-B
T20080015638-A
T20070004195-A
T20060008860-B
T20180015794-B
T20180002906-A
T20080001747-A
T20090051013-D
T20100006112-C
T20100019017-A
T20080009146-B
T20090006702-C
T20160027116-A
T20060024959-A
T20100031869-A
T20130007795-A
T20170010123-A
T20110018321-A
T20090016585-A
